Gene	Length
EEF1A1P33	1362
KRT75	2170
LINC02408	2954
BICD1	12868
RARG	5127
LYZ	1724
NAV3	13278
LINC01154	454
SLC35E3	23252
YWHAQP7	658
SPIC	1217
SNRPGP20	205
LINC02874	2104
PPP1R12A-AS2	354
OR8T1P	918
HNRNPA1P70	1087
DUX4L52	777
FAM186A	8296
LINC02452	2982
IFNG-AS1	4538
NSA2P2	780
ALX1	1332
CCER1	3244
KRT1	2488
CHST11	6492
LINC02396	2459
C1GALT1P1	1089
NTAN1P3	715
LINC01490	1790
DIP2B	10351
RPL21P104	478
USP15	19418
BCDIN3D	3694
LINC00592	2255
TPH2	6929
RPSAP12	888
CCDC59	3518
LNCOG	2108
EIF4A1P4	1213
SLC4A8	17920
SOCS2-AS1	4441
CAND1	13580
KRT72	2154
KRT83	1875
BCDIN3D-AS1	5299
ALDH1L2	9493
LINC02456	1323
RAPGEF3	12106
POC1B-GALNT4	5500
FAM242C	1124
NUP107	8103
SOAT2	2073
DUSP6	3859
KRT73	2652
RPL39P28	155
METTL25	3644
RPL7P42	679
ELK3	4644
ANO4	4997
FGD6	10044
POC1B-AS1	8158
CENPCP1	2578
LINC02820	519
MYBPC1	7455
LINC02426	1375
SUCLG2P2	1296
LINC02420	741
LRP1-AS	879
EEF1B2P4	348
CDK17	6467
LINC01479	715
UHRF1BP1L	6646
CMKLR1	5666
WASHC3	2654
ATXN7L3B	7596
AK6P1	478
BICD1-AS1	407
GNPTAB	9774
HAL	5146
KRT6A	2926
HSPA8P14	1805
KRT8P19	1455
ALDH2	9723
KRT77	4013
GAS2L3	7425
PPFIA2-AS1	2030
TM7SF3	5504
KCNH3	4496
FMNL3	13415
KRT73-AS1	4094
RPL23AP68	445
CCT2	4230
TMTC2	8323
LINC02457	4898
APPL2	5088
PCNPP1	511
HOXC6	3458
TMCC3	6512
LINC02442	574
GGTA2P	1125
MAP1LC3B2	1925
OR10U1P	905
GXYLT1	7492
CALCOCO1	8898
SNRPGP18	214
KRT80	4364
RPL30P12	353
RAB21	16048
KRT71	2263
TTC41P	6495
CCDC38	4957
NXPH4	2151
SH2B3	5707
POC1B	8769
ZNF740	9060
LINC02423	1057
PIGAP1	1454
LINC00615	1406
NR1H4	3628
RPL21P106	478
SNX5P2	1256
KRT128P	1201
GOLGA2P5	10957
TMEM263	4768
LINC02392	2841
HAUS8P1	542
OSBPL8	9198
UBE2N	5954
TESPA1	5044
HPD	2223
ALG10	4202
KITLG	6205
SCAF11	14035
ENPP7P5	1031
LINC02445	680
TMEM263-DT	1469
AEBP2	6768
PLXNC1	10033
KCCAT198	549
PPIAP45	476
MKRN9P	2406
MYF6	1329
MTERF2	3634
METAP2	4491
LINC02391	859
ELOCP32	324
GTSF1	2524
LINC02403	484
MON2	16014
DYNLL1P4	266
POLR3B	4768
DAZAP2	5299
LINC02439	674
RPL7P43	753
SLC4A8-AS1	347
PMCH	754
CSRP2	5842
PDE1B	7367
GAU1	1249
FBXW8	5209
GLULP5	1390
SOCS2	6477
CKAP4	3666
GALNT4	5385
RPL35AP28	331
LINC00485	3722
EEA1	10150
RIC8B	7769
HNRNPA3P10	1138
CYCSP30	172
HELLPAR	205012
CRY1	4782
E2F7	6291
RILPL1	8671
HSPE1P4	308
LINC02418	5374
TMTC3	7327
OR5BJ1P	883
LINC02394	2443
LINC02258	777
CPNE8-AS1	526
WSCD2	6740
HCFC2	6699
LINC02440	741
MRPS6P4	286
SLC5A8	4009
CFAP54	12914
KSR2	18301
DENR	3526
HOXC13	2357
LINC02444	1256
RPS27P23	251
MIP	3553
LINC02459	474
LINC02882	8969
NUP37	3488
PHBP18	813
IFITM3P5	395
ANAPC5	12259
LTA4H	7405
NTN4	4365
ADGRD1-AS1	1277
LINC00173	2607
PSMD9	8773
PDCD5P1	309
SLC48A1	4912
OR11M1P	958
RAP1B	16926
USP44	5372
TESC	1926
LINC02409	576
MRPL2P1	919
RBM19	5866
CMAS	1974
LRRC10	2344
CAMKK2	7173
MLXIP	13868
AMDHD1	2652
PAH	7378
NOPCHAP1	25882
OR8S21P	188
NACAP8	481
SUDS3	5558
MYF5	1540
BBS10	3568
LINC02825	974
RPL23AP67	474
CRADD	4276
CCDC60	3433
TESC-AS1	1053
NUDT4	10078
TCP11L2	6616
DBX2	2806
DRAM1	3940
LINC02451	811
SRRM4	12227
TSPAN8	2419
LRP1	20859
RPL10P12	318
CFAP251	15385
NCOR2	13975
HOXC12	3266
UHRF1BP1L-DT	418
NCKAP1L	10560
SETP7	453
NENFP2	440
ATP2B1-AS1	3632
GALNT9	7209
MCRS1	3261
LINC02419	1713
LINC02372	2172
UTP20	10030
LGR5	5223
ZNF664	6340
TMEM132D-AS1	2271
SCYL2	7472
LINC02347	6453
PLA2G1B	624
ADGRD1	14718
IFNG	1211
LINC02412	2720
SNRNP35	4693
LINC00943	8927
PRXL2AP1	668
LINC00508	842
LINC02826	4987
LSM3P2	273
ZNF10	5541
LINC02443	4367
UBA52P7	380
CNTN1	7492
KRT18P60	1297
LINC02413	1251
SSH1	14538
MAPKAPK5	13740
ARL1	4935
PRELID2P1	301
TMEM132D-AS2	1568
RFC5	3249
LINC02441	552
LINC00939	6803
ITPR2	13909
ALKBH2	2290
RPS27P21	252
IFITM3P2	402
TAOK3	10532
LINC02424	1264
PEBP1	1514
YPEL5P3	352
MSI1	3074
LINC02369	2387
ASCL1	2481
USP30	5142
RPS2P5	879
LINC02359	8990
BRWD1P2	340
LINC02388	4356
CUX2	7507
LINC00507	7185
RPL21P103	488
EP400	18041
RPL12P32	494
RBMS2P1	1226
ADAM1A	2129
RPS27P25	498
CPM	7535
KRT90P	1064
LINC01257	4240
RPL21P99	423
RPS6P22	726
RPS2P41	603
DAO	3883
HOXC13-AS	1408
NOP56P3	385
CCDC63	2184
OR5BT1P	849
SLCO1B3-SLCO1B7	3774
ADAM1B	2000
LINC02399	400
NDUFA5P6	379
BTBD11	7916
CEP83-DT	2482
LINC02463	497
RPS6P20	1109
FAM32EP	331
LINC02368	2690
SLC15A4	5468
LINC02824	2131
MYL2	1417
LINC02370	2009
NLRP9P1	2655
COPS5P2	336
ATXN2-AS	485
KRT18P20	1279
RPH3A	10276
LINC02356	374
P2RX7	5546
RPS26P45	340
LINC02405	7796
TMEM132D	7434
TMEM116	7989
SPRYD4	10769
GLT1D1	3478
ANKLE2	17461
TBX3-AS1	2472
SLC17A8	4273
LINC02376	1550
LINC02460	536
ST13P3	1110
SLC25A3P2	880
STAC3	2091
BRAP	4656
LINC02415	1315
LINC02373	423
KRT7-AS	1693
CHPT1	5991
RPL17P37	548
SNRPF-DT	1287
LINC02393	2318
LINC02398	431
TBX3	5960
OR7A19P	733
SVOP	7098
TMPRSS12	3336
NOC4L	2020
SULT6B2P	619
KCNA1	7985
ANHX	2145
CASC18	3195
RFLNA	3306
LINC02411	2634
VSIG10	8361
SYCP3	3829
PCNPP3	471
AQP6	5129
NT5DC3	8759
DDX51	6349
LINC02375	951
MREGP1	85
HSPE1P20	289
MARK3P1	643
SOX5	11062
FGFR1OP2	5884
TCP1P3	1498
LINC02366	959
ABCD2	6290
YEATS4	1781
RNU7-103P	60
RNU6-1315P	99
RNU6-174P	106
RNU6-275P	107
RN7SKP161	305
RNU7-60P	62
RNU6-491P	110
RNU6-837P	108
MIR1244-4	85
RNU6-545P	104
MIR3974	96
RNU6-254P	107
MIR920	75
RNU6-251P	104
RN7SL38P	296
RNU6-318P	103
RNU1-149P	161
RNA5SP354	136
MIR4302	60
RN7SL459P	302
RN7SL67P	296
RNA5SP357	119
RNA5SP360	118
RN7SKP262	283
RN7SL246P	296
RNA5SP356	94
RNA5SP361	118
RNA5SP358	117
RNA5SP359	113
RNU1-146P	165
MIR4698	80
RNU6-472P	107
RN7SL519P	288
MIR1293	71
RNU6-1093P	107
RNU6-834P	110
MIR4494	84
SNORA2A	135
SNORA2B	137
SNORA2C	137
MIR1291	87
RNU6-1069P	133
RNU6-333P	107
RNU6-400P	106
RN7SKP289	295
RNU6-871P	100
RN7SKP65	313
RNU6-279P	101
RNU4-20P	151
MIR1228	73
RNU6-595P	107
RNU1-83P	164
MIR6125	96
RN7SL804P	298
RNU6-769P	104
MIR6757	69
RNU6-1012P	109
RNU6-238P	106
RN7SKP172	298
MIR1252	65
RNU7-120P	63
RNU1-117P	158
MIR3913-1	102
SNORA70G	142
RNA5SP363	115
RN7SL737P	282
MIR3913-2	100
MIR196A2	110
MIR615	96
RNU7-4P	62
MIR617	97
MIR618	98
MIR4699	74
MIR331	94
RNA5SP365	107
RNU6-148P	94
RNU6-808P	108
MIR5700	71
MIR4495	66
RNU6-1329P	107
RNU6-977P	103
RNU6-768P	107
RN7SL88P	299
RN7SL483P	285
RNA5SP367	118
MIR3685	62
RNU4-24P	139
RNU6-1183P	60
RNU5E-5P	116
RNU4-41P	143
RNA5SP369	108
MIR7844	122
RN7SL330P	307
MIR1279	62
RN7SL793P	296
RNU6-735P	107
MIR4303	66
RNU6-101P	104
RNY1P16	111
RNA5SP368	116
RNU6-172P	93
RNU6-36P	107
RN7SL630P	297
RNU6-1068P	103
RNU6-247P	107
MIR4472-2	67
MIR6761	72
MIR6760	68
RNU7-94P	63
MIR1302-1	143
MIR619	99
MIR1827	66
RNU6-1188P	107
RNA5SP373	95
RNA5SP371	125
MIR620	95
RN7SL176P	264
RN7SKP263	309
RN7SKP11	287
RNU6-1088P	104
RNA5SP374	125
RN7SL865P	289
RNU7-170P	61
RNA5SP372	115
MIR7107	80
RNU1-104P	175
RNA5SP376	112
MIR3612	87
RNU6-717P	104
RN7SL508P	303
MIR3922	84
MIR1251	70
RNU6-361P	107
MIR135A2	100
MIR6880	62
SNORA49	136
MIR3649	66
ADIPOR2	5831
RPS4XP14	781
CACNA2D4	7463
LRTM2	4278
LINC00940	2350
DCP1B	4610
CACNA1C-IT1	687
PHC1	6134
M6PR	3585
KLRG1	2593
HNRNPA1P34	950
VDAC2P2	901
LINC00612	4091
A2M-AS1	2948
KRT17P8	863
BTG1P1	508
PZP	6252
TPT1P12	492
MIR1244-3	85
PTMAP4	346
LINC00987	2696
RN7SKP216	312
OSTF1P1	609
TBX5	4443
RNU6-879P	108
R3HDM2-DT	548
INHBC	3202
INHBE	3046
GLI1	4560
ARHGAP9	5118
MARS1	7028
MIR6758	63
MIR616	97
MBD6	5566
PIP4K2C	3299
DTX3	4087
ARHGEF25	3391
B4GALNT1	7888
RPL13AP23	586
OS9	5169
AGAP2-AS1	1500
TSPAN31	5251
CDK4	3094
MIR6759	65
MARCHF9	4004
CYP27B1	3284
METTL1	1947
EEF1AKMT3	3158
TSFM	3210
RNU6-1083P	107
RNU6-713P	107
RPS4XP15	795
C12orf50	5609
C12orf29	6395
RNA5SP364	78
LRRC43	2769
IL31	927
B3GNT4	4552
VPS33A	7466
RPL21P1	476
CLIP1-AS1	1809
SLC9A7P1	3311
PPIAP8	492
SNORA53	249
IKBIP	4163
TMPO	8498
RBP5	3027
RNU6-485P	107
CLSTN3	6730
HNRNPA1P50	928
MYRFL	3601
LINC02821	578
KCNMB4	4860
RNU4-65P	140
A2M	6318
IGF1	8115
AVPR1A	6222
BCL7A	6565
MSRB3	7405
ASIC1	5745
C12orf75	2693
SMIM41	1430
KLRC3	1145
ZNF268	14096
DYRK2	9470
WASHC4	7694
KANSL2	3576
SLCO1B3	3542
FOXM1	4919
SPATS2	6841
ACAD10	8934
KRT82	2644
KCNC2	6443
ZFC3H1	9432
NEDD1	4465
TNS2	7964
NINJ2-AS1	4356
LINC02455	496
RNU4ATAC16P	126
RAD52	4503
LPCAT3	4693
C1R	5803
PEX5	5488
FAM222A	4113
FAM222A-AS1	1068
MIR4497	89
RN7SL441P	296
RNU6-399P	98
LINC01465	1940
MIRLET7IHG	8693
MIRLET7I	84
RPL32P26	403
TRPV4	3876
GLTP	2746
NDFIP1P1	525
ZKSCAN7P1	673
PLCZ1	3431
PSMC1P9	1335
CAPZA3	1070
PIK3C2G	6090
EPYC	1802
LUM	2671
DCN	12941
IMMP1LP2	492
COX6A1	1339
TRIAP1	1411
GATC	4416
RPL31P52	367
SRSF9	3695
DYNLL1	2931
COQ5	2501
RPL29P24	453
POP5	2177
RPL11P5	534
RNU6-600P	99
RPL32P27	396
CCDC65	2374
FKBP11	4957
WNT10B	2601
RNU6-940P	104
DDN	3815
RHEBL1	1299
DHH	4683
TUBA1B	3574
ARF3	4938
RNU6-781P	101
COPS7A	2840
LAG3	3056
RN7SL380P	308
CD4	4557
GPR162	3216
P3H3	4600
GNB3	3437
RPL13P5	1783
LRRC23	3052
DSTNP2	1105
ENO2	4281
ATN1	5116
C12orf57	1806
RNU7-1	63
PTPN6	5009
MIR200CHG	350
MIR200C	68
MIR141	95
SCARNA12	270
EMG1	6243
TPI1	2700
ATXN2	16540
ETNK1	13301
RN7SL734P	298
PHLDA1-AS1	569
PHLDA1-DT	779
NAP1L1	17059
RNU6-1271P	105
TIGAR	9444
FGF23	4713
CCND2	7988
GDF11	8801
SARNP	3365
ORMDL2	2688
MMP19	4672
OLA1P3	2555
GSTP1P1	319
DGKA	10098
LPAR5	2771
ACRBP	2816
ING4	2709
PTMS	1487
SDR9C7	1789
GPR182	3411
ZBTB39	6268
TAC3	1571
MYO1A	4450
NEMP1	5730
NAB2	2861
STAT6	7298
HDAC7	9928
LINC02354	944
VDR	5674
TMEM106C	3475
COL2A1	6662
SENP1	6114
RNU6-1203P	110
MIR6505	71
MIR3908	126
TMED2-DT	8279
TMED2	3833
DDX55	5716
SNORA9B	133
EIF2B1	3627
GTF2H3	3994
ATP6V0A2	17214
RPL27P12	394
DNAH10	16234
DNAH10OS	6003
LINC00934	2381
HSPB8	3581
SMCO2	1978
RARS1P1	1418
PPFIBP1	11690
MRPS35-DT	1555
REP15	1150
HMGB1P49	569
MRPS35	1930
KLHL42	7594
RN7SKP15	309
PTHLH	3405
CEP290	25131
RPSAP52	2035
HMGA2-AS1	6033
MIR6074	107
LINC02425	376
RPL21P18	480
RNA5SP362	118
RN7SL69P	272
ATP5MFP5	258
TNFRSF1A	4005
RN7SL391P	284
VWF	10387
LINC01498	3909
FICD	4175
SART3	7637
ISCU	4423
TMEM119	3184
MIR4496	61
RNU7-169P	61
EMP1	7833
LINC01559	3953
RNA5SP353	118
RNU6-590P	107
RN7SKP162	345
GSG1	3033
TSPAN11	7116
EIF4B	6028
TWF1	3885
SLCO1C1	4883
ZNF641	8502
KIF21A	10117
NELL2	6405
LDHB	2983
KERA	2203
RAB3IP	12433
LRIG3	5875
ZNF385A	3189
CD163L1	5658
RFX4	6686
TPCN1	8728
SELPLG	2811
SSPN	6780
CORO1C	6462
AQP2	4306
WSB2	4623
PDE3A	13308
MED13L	32862
KLRC1	2727
LINC02909	2683
CENPUP2	1186
DNAI7	3126
ETFRF1	2474
RNU4-67P	141
FAM133GP	658
TUBB4BP1	178
MANSC4	1667
FAHD2P1	939
UNG	2544
FOXN4	3536
MYO1H	4792
LINC01486	716
KCTD10	9681
UBE3B	12453
MMAB	6018
RNU4-32P	141
MVK	6488
RN7SKP250	321
ZCCHC8	9125
RSRC2	8745
KNTC1	11325
HCAR2	2065
HCAR3	2056
HCAR1	4769
CCDC62	4280
HIP1R	7072
VPS37B	5634
OGFOD2	4608
MIR4304	62
PITPNM2-AS1	2289
FIGNL2-DT	427
ANKRD33	3719
ACVRL1	4961
ACVR1B	5658
RNU6-574P	107
TAMALIN	2823
NR4A1	7295
NR4A1AS	915
LINC02401	4990
STAB2	9280
KIF5A	12245
OR6U2P	4384
OR10AE3P	469
PSMB3P1	611
RDH5	2983
CD63	2422
SPRING1	8678
RNU6-558P	104
HRK	6853
OR6C70	939
OR6C68	939
OR6C64P	825
SLC26A10	4276
SCNN1A	5876
LTBR	6151
SRP14P1	355
TAPBPL	3188
CD9	5829
RNU6-343P	104
ATP5F1B	2238
SNORD59A	75
PTGES3	3399
RN7SL809P	297
PRIM1	2855
HSD17B6	2272
NACA	11267
MFSD5	2583
ESPL1	8885
PFDN5	4078
MYG1	2500
AAAS	4727
SP7	3386
SP1	8083
AMHR2	3656
PRR13	2824
CBX5	15038
MIR3198-2	80
RN7SL390P	284
SCAT2	735
NFE2	2363
COPZ1	3898
RNU6-950P	107
MIR148B	99
RN7SL744P	267
GPR84	2043
MRPL51	1388
NCAPD2	6470
SCARNA10	330
GAPDH-DT	477
GAPDH	2396
NOP2	4687
CHD4	12713
SCARNA11	136
YAF2	10839
PPHLN1	12155
ZCRB1	9545
MIR7851	160
RNU6-249P	102
IFFO1	4945
TMEM233	2840
RN7SKP197	297
PRKAB1	6042
CIT	28605
MIR1178	91
RPL35AP30	331
MLF2	3367
PHB2	4226
NFYB	4899
RNA5SP370	121
LINC02385	428
RPL18AP3	528
EID3	1467
RNFT2	7621
HMGA2	15070
CNOT2	13985
VAMP1	3270
HNRNPA1	6697
KICS2	6002
RNU6-1009P	107
RNU5A-7P	116
C12orf56	5070
OOEPP2	354
ATP6V1E1P3	620
XPOT	7320
SNORD83	77
RASSF3-DT	254
MIR548Z	97
MIR548C	97
DCTN2	9995
DIABLO	6960
PRPF40B	9444
USP5	3718
PTPRB	14538
CD27	1322
PIANP	3282
FRS2	7246
RERGL	1549
SLC2A14	5575
BAZ2A	10936
ATP2B1	9500
AMIGO2	3964
CLEC4C	1566
PPFIA2	8573
RAD51AP1	2557
MRPL42	16368
PARPBP	4747
TAS2R8	1236
CCDC92	8219
PUS7L	14014
CDCA3	4879
SPSB2	2452
CD163	5815
SCN8A	16144
TBK1	14716
RASSF3	4241
GNS	6268
RPL7P39	744
LINC02389	7772
LINC02231	447
RNU6ATAC42P	95
WIF1	2107
RNU6-166P	107
APOOP3	586
LEMD3	5578
SCARB1	14887
RNU6-927P	100
MIR5188	113
RPL22P19	441
METTL7A	4076
HIGD1C	371
RNU6-87P	108
RNU6-1273P	104
LETMD1	6032
CSRNP2	5230
RPL35AP29	328
RNU6-199P	107
LINC02414	2064
RNA5SP377	112
RPS6P21	755
SFSWAP	10158
RNA5SP378	120
RNU6-1017P	106
ULK1	7620
PUS1	5732
MMP17	4001
MIR6763	65
LRCOL1	1856
P2RX2	1975
POLE	16790
PXMP2	1421
PGAM5	3952
RNA5SP379	113
FBRSL1	9393
RPL30P13	348
LINC02555	1951
LRRK2-DT	2280
TSPAN19	4085
HSP90B1	13092
MIR3652	131
C12orf73	4435
TDG	4885
LRRK2	17100
SLC6A15	20154
RPL7P38	739
RNU7-106P	67
RN7SKP261	278
PTPRQ	12412
AKIRIN1P1	544
OTOGL	12279
KCNJ8	2511
OAS1	13021
OAS3	18045
OAS2	11233
C12orf43	6140
OASL2P	532
OASL	6315
RNU6-494P	90
ANO6	8816
TCTN2	5105
HMGA1P3	324
ARPC3	3027
GPN3	2593
RPL31P49	375
FAM216A	2702
VPS29	3219
RAD9B	4648
PPTC7	5685
RN7SL387P	273
HVCN1	3646
PPP1CC	6906
RPL29P25	850
TCTN1	12558
TUBA1A	3823
TROAP-AS1	4166
PRPH	3182
TROAP	3954
C1QL4	2073
DNAJC22	5144
MIR6762	86
PLBD2	5264
SDS	3005
SDSL	2073
LHX5	3063
SLC8B1	6768
RAB5B	6525
SUOX	5008
IKZF4	6813
RPS26	2053
PA2G4	3580
RPL41	1108
ESYT1	5285
ZC3H10	8363
MYL6B-AS1	540
MYL6B	3259
MYL6	4424
SMARCC2	9179
RNF41	6533
NABP2	2201
SLC39A5	2903
ANKRD52	11096
COQ10A	3211
CS	6401
CNPY2	3019
IL23A	1178
STAT2	6198
RNU7-40P	64
APOF	1750
APONP	514
SLCO1B1	2787
IAPP	2151
PYROXD1	5723
ELOCP31	467
RECQL	3779
GOLT1B	3789
SPX	7242
YARS2	2147
RPL35AP27	316
MIR4701	63
ADCY6-DT	554
CACNB3	7153
DDX23	5427
RND1	3948
ADCY6	8462
MPHOSPH9	10304
CDK2AP1	6027
RNA5SP375	119
SBNO1	11128
MIR8072	80
MTRFR	8318
DHX37	6908
BRI3BP	6703
THRIL	1977
AACS	16039
GRIN2B	31134
LLPH	7975
LLPH-DT	623
IRAK3	9688
RBMS1P1	1156
MIR6502	76
PDCL3P7	712
RN7SKP166	305
HELB	4603
GRIP1	6570
OSBPL9P5	171
OSBPL9P4	1800
RAB11AP2	639
SLC11A2	9888
RDH16	3464
DNAJC14	4190
ACTR6	3813
CLIP1	18596
ST8SIA1	14483
ZNF140	4450
NUAK1	5924
TBC1D15	8227
H1-7	1300
ZDHHC17	8285
HOXC5	1611
SIRT4	1222
OR2AP1	1548
OR6C2	2112
CLEC4A	1296
PHLDA1	5913
GLT8D2	3268
LIN7A	6804
C12orf71	1022
FIGNL2	4705
ZNF891	17434
LMBR1L	5462
RILPL2	1752
PLEKHA5	12577
WNK1	17280
DNM1L	7282
TBC1D30	9877
CLLU1-AS1	686
CLLU1	6810
KRT19P2	1012
MIR492	116
NR2C1	6454
NDUFA12	8223
RNF10	5900
SLC25A3	8896
APAF1	7759
CREBL2	3922
RPL21P136	396
GPR19	2624
APOLD1	7191
MIR613	95
STX8P1	355
DDX47	5040
CLIC1P1	724
RPL12P33	492
HNF1A-AS1	4671
HNF1A	5028
ATP2A2	13745
RN7SL769P	295
PYM1	2406
PMEL	3671
CDK2	3887
GLIPR1L1	1353
GLIPR1L2	3771
GLIPR1	6210
KRR1	10747
OR6C4	5151
LMNTD1	3083
TRHDE-AS1	18092
H3P35	354
CHCHD3P2	639
ERBB3	11711
TRHDE	12264
OR6C7P	934
OR6C75	4569
OR6C71P	1107
OR6C66P	4713
OR6C73P	358
PHC1P1	3061
OR6C76	939
PKP2	6970
ASS1P14	1233
OR6C69P	893
OR6C72P	892
OR6C6	1521
OR6C5P	923
ANP32D	1064
C12orf54	1874
RPS10P20	463
OR8S1	939
OR5BS1P	936
LALBA	1247
NEUROD4	3927
OR9K1P	3217
OR9K2	3265
OR9R1P	877
DUSP16	7132
RPL13AP20	609
GPRC5A	7663
MIR614	90
GPRC5D	1124
HEBP1	3428
HTR7P1	4411
CACNA1C-AS4	1787
CACNA1C-IT3	622
CACNA1C-AS3	444
CACNA1C-AS2	609
CACNA1C-AS1	2639
RNA5SP366	123
FAM71C	1864
ARL6IP4	2781
PRKAG1	4166
CDKN1B	9255
ERP29	3049
NAA25	9902
MIR3657	117
TRAFD1	3898
MIR6861	64
RN7SKP71	318
RPL7AP60	794
HECTD4	21746
C1RL	4979
IQSEC3P1	536
CACNA1C	25552
C2CD5	6759
FGF6	1411
DDIT3	1307
ANAPC7	6009
NINJ2	1858
TMEM132C	5176
OR6C65	939
ATG101	3195
CLEC12B	3844
OR10AD1	954
TAS2R20	2344
TAFA2	9172
TMDD1	1005
ZNF384	5181
SLC6A12	5317
PHETA1	3361
SMUG1	6027
SLCO1A2	11524
PLEKHG7	6487
MDM1	6551
PITPNM2	9499
FZD10	3282
TMEM52B	3492
DEPDC4	4699
PLEKHG6	4316
SLC41A2	5903
PWP1	2804
PRDM4	4772
ASCL4	1941
TMEM132B	16153
PCBP2	7926
PCBP2-OT1	590
MAP3K12	7971
TARBP2	4090
ATF7-NPFF	1609
ATF7	7985
ATP5MC2	3904
RASSF9	5515
NTS	1555
MGAT4C	27761
FGD4	11445
BRI3P2	378
IRAG2	6611
NPFF	670
RPS15AP32	374
CFAP73	1860
DDX54	5065
MIR7106	65
RITA1	2309
IQCD	2460
DTX1	4366
TFCP2	4177
PHBP19	1287
RNU4-54P	129
RNA5SP355	135
CCDC91	7535
OR6C3	1403
KRT3	2319
KRT4	2877
KRT79	2560
KRT78	3260
RPL7P41	957
KRT18	3069
KRT8	6881
OR6C74	9556
ABCC9	17483
ANKS1B	11335
RPS4XP1	787
TCHP	9054
ANKRD13A	7350
IFT81	7001
LINC02823	1939
LINC02404	1544
GUCY2C	4191
H2AJ	3332
WBP11	5258
C12orf60	4518
SMCO3	2104
ART4	5245
MGP	2887
ERP27	1877
ARHGDIB	2042
PDE6H	727
LINC01489	967
OR10P1	942
ITGA7	9080
RPL30P11	668
ATF7IP	13141
PLBD1	2375
RN7SKP134	269
CABP1-DT	2263
MLEC	6438
UNC119B	5172
MIR4700	74
ACADS	2609
SPPL3	6659
ARF1P2	538
CABP1	5784
KMT2D	25436
KRAS	9230
RPL6	4442
PTPN11	13456
C12orf76	5333
CAPS2-AS1	2356
CCNG2P1	1000
CAPS2	6689
WNT1	2422
SETD1B	8557
KMT5A	4215
CEP83	6919
METTL7B	1316
FBXO21	6885
ADAMTS20	7464
TUBA1C	4454
NOS1	13113
UBC	3898
KDM2B	13632
IRAK4	5629
GIT2	13524
ANO2	6064
ABCB9	13282
P2RX4	7951
KLRC2	1506
CSAD	4405
LMO3	10002
TMBIM4	4067
C1S	6389
MUCL1	3971
LARP4	8102
VEZT	8766
KRT7	3999
PRB1	1174
MDM2	8306
KRT81	1929
TXNRD1	6710
OR6C1	2061
ACSM4	2684
ACACB	14513
POU6F1	6402
EIF2S3B	3457
BLOC1S1	1655
CLEC1B	3670
H4-16	2454
C12orf42	4854
PIWIL1	5280
STX2	3723
RNU6-1077P	102
RAN	4667
RIMBP2	10780
RXYLT1	10352
RXYLT1-AS1	1835
PABPC1P4	1875
KDM2B-DT	544
RNU6-1004P	111
MORN3	3856
TMEM120B	8449
RHOF	6181
LINC01089	4132
ORAI1	2262
AGAP2	7224
MIR26A2	84
BICDL1	6117
RAB35	4018
GCN1	9660
MIR4498	66
RPLP0	3988
PXN	7460
RPS20P31	332
NME2P1	414
RNU4-2	141
RNU4-1	141
HTR1DP1	888
LINC00942	2210
WNT5B	4240
FBXL14	2703
ERC1	15826
BHLHE41	3854
RASSF8	8077
MUC19	29495
FAR2	13684
ERGIC2	5826
OVCH1	3958
AVIL	5919
RNU6-700P	107
GOT2P3	1289
CLEC2D	6955
NPM1P7	844
LINC02390	560
CD69	2832
GCNAP1	395
KLRF1	1260
CLEC2B	2503
KLRF2	731
CLEC2A	1209
LINC02470	4925
CLEC12A-AS1	3956
CLEC12A	3256
CHFR	17113
RPS11P5	484
RNU6-327P	127
ZNF605	10826
NANOGNBP2	553
ZNF26	20862
RNU4ATAC12P	113
ZNF84-DT	1301
PTP4A1P2	454
ZNF84	9520
CAPRIN2	8882
LINC00941	1355
PPIAP44	259
LINC02387	868
DENND5B	11346
RNU6-618P	112
ANKRD49P2	533
DENND5B-AS1	1308
RNU5F-4P	114
RPL31P50	296
AK4P3	2112
GOLGA3	14822
RASAL1	4820
PRH1	3144
R3HDM2	5941
DYRK4	7050
PRB3	1298
NDUFA4L2	2803
SNRPF	2417
KLRC4	928
PAN2	7282
LIMA1	6291
ARNTL2	7001
RNF34	4677
LINC02397	10834
NUP107-DT	2862
FZD10-AS1	11503
LINC01619	4912
TMPO-AS1	3357
OVCH1-AS1	6999
LINC02361	1517
CCND2-AS1	4397
USP30-AS1	689
LINC00944	5532
LINC02458	4528
RASSF8-AS1	11316
LINC02446	2067
LINC02454	3071
CD27-AS1	3418
LINC02822	13550
PAFAH1B2P2	5252
LINC02384	5690
LINC02471	6350
LINC02371	3907
CNPY2-AS1	3826
PGAM1P5	2390
RMST	10308
LRIG3-DT	1664
C1RL-AS1	6143
PARP11-AS1	1893
CD63-AS1	1458
PLEKHA8P1	2798
LINC01234	12108
GPRC5D-AS1	3434
LOH12CR2	1543
DDX11-AS1	3921
NRAV	4156
PCED1B-AS1	3976
LINC02381	4312
MYG1-AS1	697
FAM66C	6965
RPAP3-DT	6463
TBX5-AS1	4702
BTG1-DT	9691
DDN-AS1	2244
LINC02422	1965
TMEM198B	4377
PXN-AS1	4683
PRANCR	10023
SBNO1-AS1	2246
LINC01405	6136
MAPKAPK5-AS1	3145
LHX5-AS1	2973
EP400P1	12825
LINC02453	1921
CLECL1	1905
GIHCG	4058
SNX18P26	740
